po_/_so_#,asn/dn_#,country,fulfill_via,vendor_inco_term,sub_classification,unit_of_measure_(per_pack),line_item_quantity,line_item_value,pack_price,unit_price,first_line_designation,freight_cost_(usd),shipment_mode,line_item_insurance_(usd),days_to_process
0,0,15,0,0,0,60,210,468.3,2.23,0.04,1,3426.68,1,0.48,141
0,0,40,0,0,0,90,5923,55083.9,9.3,0.1,0,3481.29,0,56.63,138
0,0,39,0,0,0,60,36760,322017.6,8.76,0.15,0,9942.26,0,631.15,147
0,0,37,1,0,0,120,173,11521.8,66.6,0.55,0,251.52,1,16.15,98
0,0,38,1,0,0,60,25000,65000.0,2.6,0.04,0,12745.06,1,107.25,112
0,0,31,1,0,0,300,4,68.56,17.14,0.06,0,0.0,0,0.07,306
0,0,26,0,0,0,60,5985,23940.0,4.0,0.07,0,30936.1,0,29.61,197
0,0,31,1,0,0,90,824,15515.92,18.83,0.21,1,0.0,1,30.41,-182
0,0,25,1,0,0,20,650,20800.0,32.0,1.6,0,7936.81,1,40.77,-161
0,0,9,0,0,0,30,26000,122200.0,4.7,0.16,1,3426.68,0,151.16,286
0,0,9,0,0,0,30,2340,52650.0,22.5,0.75,0,2330.21,0,73.82,137
0,0,17,1,0,0,100,7243,644627.0,89.0,0.89,0,13765.81,1,1389.82,112
0,0,38,1,0,0,30,128,2977.28,23.26,0.78,0,2769.45,1,3.5,104
0,0,37,1,0,0,20,85,2720.0,32.0,1.6,0,1253.98,1,4.35,-364
0,0,16,0,0,0,60,216,285.12,1.32,0.02,0,3048.08,1,0.35,44
0,0,9,0,0,0,30,44000,88000.0,2.0,0.07,1,3426.68,1,140.8,-468
0,0,40,0,0,0,30,20519,96439.3,4.7,0.16,1,3426.68,0,135.21,184
0,0,31,1,0,0,60,123,867.36,7.05,0.12,1,0.0,0,0.89,347
0,0,24,0,0,0,30,80,302.4,3.78,0.13,1,3426.68,0,0.31,195
0,0,39,0,0,0,60,54470,120378.7,2.21,0.04,0,9527.17,0,148.91,420
0,0,39,1,0,0,30,100000,735000.0,7.35,0.24,0,45118.64,1,1030.47,83
0,0,32,1,0,0,20,35,1120.0,32.0,1.6,1,3426.68,1,1.39,208
0,0,10,1,0,0,100,2828,260176.0,92.0,0.92,0,0.0,1,429.29,128
0,0,31,1,0,0,30,30,445.57,14.85,0.5,1,0.0,0,0.46,347
0,0,24,0,0,0,60,6552,50515.92,7.71,0.13,1,3426.68,1,99.01,334
0,0,17,1,0,0,100,8442,675360.0,80.0,0.8,0,13343.23,1,1456.08,253
0,0,9,1,0,0,60,1161,6548.04,5.64,0.09,0,0.0,1,10.48,-644
0,0,24,0,0,0,60,97516,945905.2,9.7,0.16,0,7433.02,0,1326.16,197
0,0,15,0,0,0,60,1008,9576.0,9.5,0.16,1,3426.68,1,15.32,-494
0,0,31,1,0,0,60,216,5512.38,25.52,0.43,1,0.0,0,6.82,29
0,0,16,0,0,0,30,1680,3763.2,2.24,0.07,1,3426.68,1,5.28,83
0,0,26,0,0,0,60,105344,708965.12,6.73,0.11,0,61850.0,0,728.82,290
0,0,9,0,0,0,30,4500,73125.0,16.25,0.54,0,1931.0,1,47.04,-759
0,0,39,0,0,0,120,312,6149.52,19.71,0.16,0,87.87,0,6.32,340
0,0,37,0,0,0,60,17896,156768.96,8.76,0.15,0,4097.0,0,307.27,183
0,0,31,1,0,0,30,14155,94130.75,6.65,0.22,0,9726.53,0,155.32,322
0,0,8,1,0,0,20,30,960.0,32.0,1.6,1,3426.68,1,0.99,96
0,0,37,1,0,0,60,40860,95612.4,2.34,0.04,0,48653.36,1,134.05,50
0,0,32,1,0,0,100,173,1384.0,8.0,0.08,0,5124.22,1,1.94,196
0,0,25,0,0,0,20,300,9600.0,32.0,1.6,0,688.84,1,15.36,-633
0,0,6,0,0,0,120,88,1848.0,21.0,0.18,0,771.9,1,2.29,196
0,0,28,1,0,0,30,41286,220880.1,5.35,0.18,0,28833.91,1,309.67,51
0,0,25,0,0,0,100,300,24000.0,80.0,0.8,1,3426.68,1,38.4,-633
0,0,31,1,0,0,60,40,1607.43,40.19,0.67,1,0.0,0,3.47,12
0,0,26,0,0,0,60,13380,20739.0,1.55,0.03,0,9185.15,1,33.18,-287
0,0,31,1,0,0,60,120,2355.6,19.63,0.33,1,0.0,0,4.62,-235
0,0,8,1,0,0,20,32,1024.0,32.0,1.6,1,3426.68,1,1.05,146
0,0,38,1,0,0,30,983,3184.92,3.24,0.11,0,668.75,1,3.94,195
0,0,26,0,0,0,240,792,4910.4,6.2,0.03,0,2047.0,1,7.86,-502
0,0,6,0,0,0,60,1344,11101.44,8.26,0.14,1,3426.68,1,13.73,126
0,0,16,1,0,0,180,270,4579.2,16.96,0.09,0,290.0,1,7.56,301
0,0,37,1,0,0,20,750,24000.0,32.0,1.6,0,1899.22,1,24.67,47
0,0,7,1,0,0,30,20993,97617.45,4.65,0.16,0,17568.6,1,120.75,71
0,0,35,0,0,0,30,20000,248400.0,12.42,0.41,1,3426.68,1,397.44,-462
0,0,31,1,0,0,30,6,66.1,11.02,0.37,1,0.0,0,0.07,137
0,0,26,0,0,0,60,30415,346731.0,11.4,0.19,0,15128.37,0,679.59,-24
0,0,35,0,0,0,60,51364,487958.0,9.5,0.16,0,16430.72,1,780.73,-404
0,0,9,0,0,0,60,8000,27200.0,3.4,0.06,0,3646.0,1,43.52,-539
0,0,24,0,0,0,60,120,349.2,2.91,0.05,1,3426.68,1,0.56,-269
0,0,8,0,0,0,120,1727,34039.17,19.71,0.16,1,3426.68,1,34.99,183
0,0,40,0,0,0,30,4000,48040.0,12.01,0.4,1,3426.68,0,94.16,-194
0,0,7,1,0,0,60,5000,32500.0,6.5,0.11,0,4339.64,1,40.2,38
0,0,40,1,0,0,60,814,0.01,0.0,0.0,0,1344.94,1,0.0,81
0,0,11,0,0,0,60,5000,43800.0,8.76,0.15,0,1719.65,1,85.85,-103
0,0,40,0,0,0,30,1600,3200.0,2.0,0.07,1,3426.68,1,5.12,-482
0,0,4,1,0,0,100,200,2.0,0.01,0.0,0,0.0,1,0.0,-343
0,0,38,1,0,0,60,3434,7726.5,2.25,0.04,0,2183.92,1,10.83,192
0,0,28,1,0,0,30,8000,144000.0,18.0,0.6,0,6949.93,1,148.03,231
0,0,40,0,0,0,30,1860,23101.2,12.42,0.41,0,13788.25,0,36.96,-620
0,0,40,0,0,0,100,1500,120000.0,80.0,0.8,0,1645.12,0,192.0,-647
0,0,37,0,0,0,30,1166,30607.5,26.25,0.88,0,1742.25,1,59.99,-90
0,0,9,1,0,0,40,1000,110000.0,110.0,2.75,0,8114.11,1,215.6,44
0,0,9,1,0,0,120,28000,862960.0,30.82,0.26,0,46002.44,1,1423.88,115
0,0,9,0,0,0,240,1758,3691.8,2.1,0.01,0,7100.04,1,7.24,65
0,0,39,0,0,0,30,9400,75576.0,8.04,0.27,0,4496.13,0,105.96,102
0,0,25,1,0,0,20,1000,32000.0,32.0,1.6,0,8858.67,1,62.72,54
0,0,6,0,0,0,60,15,44.85,2.99,0.05,0,9506.0,1,0.06,100
0,0,26,1,0,0,100,2744,244216.0,89.0,0.89,0,24927.19,1,342.39,96
0,0,39,0,0,0,30,66075,592692.75,8.97,0.3,0,14325.71,0,977.94,87
0,0,9,1,0,0,100,6500,520000.0,80.0,0.8,0,30778.29,1,534.56,282
0,0,31,1,0,0,240,1008,3588.48,3.56,0.01,1,0.0,1,7.03,-180
0,0,8,0,0,0,30,10,41.2,4.12,0.14,1,3426.68,1,0.06,85
0,0,4,1,0,0,20,138,4416.0,32.0,1.6,0,1060.43,1,8.66,39
0,0,8,1,0,0,20,400,14608.0,36.52,1.83,0,1906.7,1,20.48,237
0,0,31,1,0,0,90,60,2112.0,35.2,0.39,1,0.0,1,3.38,-489
0,0,39,0,0,0,240,1000,16500.0,16.5,0.07,0,1886.39,1,26.4,-633
0,0,38,1,0,0,240,691,1451.1,2.1,0.01,1,3426.68,1,1.8,106
0,0,40,0,0,0,30,627,7787.34,12.42,0.41,1,3426.68,1,12.46,-504
0,0,8,0,0,0,60,739,1803.16,2.44,0.04,1,3426.68,1,2.53,275
0,0,24,0,0,0,60,5280,59294.4,11.23,0.19,1,3426.68,0,60.95,332
0,0,9,1,0,0,180,4200,71232.0,16.96,0.09,0,2786.22,1,153.58,118
0,0,8,1,0,0,60,24,142.56,5.94,0.1,0,767.87,1,0.18,117
0,0,26,0,0,0,30,2003,23475.16,11.72,0.39,0,18617.93,1,46.01,-214
0,0,31,1,0,0,60,31,1545.41,49.85,0.83,1,0.0,0,1.59,264
0,0,6,0,0,0,60,164,314.88,1.92,0.03,1,3426.68,1,0.37,155
0,0,38,1,0,0,60,10000,21600.0,2.16,0.04,1,3426.68,1,25.42,167
0,0,16,0,0,0,120,389,15987.9,41.1,0.34,0,47525.69,1,25.58,-413
0,0,39,0,0,0,200,9050,13122.5,1.45,0.01,0,5181.0,1,21.0,-626
0,0,31,1,0,0,30,16,539.58,33.72,1.12,1,0.0,0,0.67,412
0,0,16,0,0,0,60,12000,105120.0,8.76,0.15,0,12016.69,1,226.64,161
0,0,31,1,0,0,60,52,343.51,6.61,0.11,1,0.0,0,0.35,264
0,0,26,0,0,0,30,1000,50400.0,50.4,1.68,0,13353.34,1,80.64,-246
0,0,31,1,0,0,200,4,57.92,14.48,0.07,0,0.0,1,0.09,-402
0,0,31,1,0,0,240,78,522.23,6.7,0.03,1,0.0,0,0.65,121
0,0,25,0,0,0,30,2100,25221.0,12.01,0.4,0,690.39,1,40.35,-417
0,0,17,1,0,0,25,15304,306080.0,20.0,0.8,0,33718.08,1,505.03,87
0,0,16,1,0,0,100,1680,117600.0,70.0,0.7,0,3241.06,1,230.5,-77
0,0,31,1,0,0,30,76097,506045.05,6.65,0.22,0,6121.41,0,834.97,293
0,0,32,1,0,0,100,115,920.0,8.0,0.08,1,3426.68,1,1.14,177
0,0,33,1,0,0,100,3,24.0,8.0,0.08,0,1076.15,1,0.04,166
0,0,37,0,0,0,30,34385,161609.5,4.7,0.16,0,85414.3,1,199.91,108
0,0,38,1,0,0,120,3470,285234.0,82.2,0.68,0,5215.07,1,614.96,131
0,0,26,1,0,0,20,7000,224000.0,32.0,1.6,0,29878.21,1,482.94,45
0,0,40,0,0,0,60,203160,761850.0,3.75,0.06,0,12654.78,0,783.18,320
0,0,38,1,0,0,30,33000,135300.0,4.1,0.14,1,3426.68,1,223.24,96
0,0,31,1,0,0,30,19992,156337.44,7.82,0.26,0,3646.1,1,337.06,313
0,0,31,1,0,0,30,64316,290065.16,4.51,0.15,0,9323.3,0,478.61,238
0,0,37,0,0,0,60,17827,138694.06,7.78,0.13,0,17665.42,0,194.45,30
0,0,35,0,0,0,30,10267,58932.58,5.74,0.19,0,3623.2,0,72.9,362
0,0,6,1,0,0,30,414,11426.4,27.6,0.92,0,753.35,1,11.75,182
0,0,15,0,0,0,30,4955,58221.25,11.75,0.39,0,4468.34,1,125.53,30
0,0,8,0,0,0,120,2710,52465.6,19.36,0.16,0,9041.74,1,61.75,121
0,0,26,0,0,0,60,31132,267112.56,8.58,0.14,0,20666.08,0,330.42,176
0,0,9,1,0,0,300,500,15410.0,30.82,0.1,0,7514.75,1,15.84,403
0,0,15,1,0,0,300,141,11590.2,82.2,0.27,0,1831.83,1,24.99,58
0,0,16,0,0,0,30,6576,31236.0,4.75,0.16,1,3426.68,1,67.34,208
0,0,25,1,0,0,100,24,1680.0,70.0,0.7,0,868.31,1,3.29,56
0,0,9,0,0,0,200,1200,1680.0,1.4,0.01,0,1297.57,1,3.29,-91
0,0,31,1,0,0,30,172,457.9,2.66,0.09,1,0.0,0,0.54,42
0,0,26,0,0,0,60,37742,246077.84,6.52,0.11,0,21533.88,1,289.63,51
0,0,24,1,0,0,60,1020,54784.2,53.71,0.9,1,0.0,1,107.38,254
0,0,26,1,0,0,20,4848,140592.0,29.0,1.45,0,8248.33,1,197.11,250
0,0,24,0,0,0,60,30630,175509.9,5.73,0.1,1,3426.68,0,378.4,238
0,0,9,0,0,0,60,14081,116309.06,8.26,0.14,0,24940.97,0,191.91,163
0,0,24,0,0,0,60,59674,512002.92,8.58,0.14,0,7150.25,0,633.35,215
0,0,8,0,0,0,30,5850,22113.0,3.78,0.13,1,3426.68,1,22.73,224
0,0,26,0,0,0,60,5500,13420.0,2.44,0.04,0,9341.49,0,26.3,83
0,0,37,1,0,0,60,579,3966.15,6.85,0.11,0,1393.29,1,4.08,210
0,0,24,0,0,0,60,720,6732.0,9.35,0.16,0,772.04,1,13.19,-132
0,0,28,1,0,0,60,26932,317528.28,11.79,0.2,0,30661.5,1,622.36,49
0,0,28,1,0,0,60,1099,30222.5,27.5,0.46,0,1511.25,1,48.36,-490
0,0,39,0,0,0,60,136109,955485.18,7.02,0.12,1,3426.68,0,1576.55,216
0,0,9,0,0,0,60,17820,41520.6,2.33,0.04,0,12606.03,1,68.51,130
0,0,26,1,0,0,20,3750,120000.0,32.0,1.6,0,16036.98,1,198.0,49
0,0,37,0,0,0,30,30874,344245.1,11.15,0.37,0,24362.92,0,353.88,273
0,0,28,1,0,0,60,34576,242032.0,7.0,0.12,0,10500.0,1,387.25,-405
0,0,37,0,0,0,60,28524,112669.8,3.95,0.07,1,3426.68,0,132.61,193
0,0,31,1,0,0,30,43,822.19,19.12,0.64,1,0.0,0,0.85,156
0,0,38,1,0,0,60,6000,14400.0,2.4,0.04,1,3426.68,1,28.22,39
0,0,9,0,0,0,60,21542,84013.8,3.9,0.06,0,6381.87,1,164.67,-182
0,0,11,0,0,0,60,3000,49320.0,16.44,0.27,0,1419.84,1,106.33,45
0,0,16,1,0,0,30,36831,170159.22,4.62,0.15,0,20526.23,0,174.92,173
0,0,37,1,0,0,60,774,42957.0,55.5,0.92,0,1114.0,1,53.14,63
0,0,26,0,0,0,30,4,105.0,26.25,0.88,1,3426.68,1,0.17,-274
0,0,38,1,0,0,60,388,5606.6,14.45,0.24,1,3426.68,1,9.25,162
0,0,38,1,0,0,60,169,2154.75,12.75,0.21,1,3426.68,1,3.02,181
0,0,8,0,0,0,60,1440,11203.2,7.78,0.13,1,3426.68,1,15.71,162
0,0,9,0,0,0,60,540,772.2,1.43,0.02,1,3426.68,1,1.66,141
0,0,35,1,0,0,60,6934,18028.4,2.6,0.04,0,18044.49,1,38.87,47
0,0,24,1,0,0,100,212,16960.0,80.0,0.8,0,1910.93,1,36.57,137
0,0,35,1,0,0,100,2330,0.0,0.0,0.0,0,16382.89,1,0.0,139
0,0,31,1,0,0,60,88,6697.54,76.11,1.27,1,0.0,0,8.28,414
0,0,9,0,0,0,30,52200,562716.0,10.78,0.36,1,3426.68,0,578.47,232
0,0,31,1,0,0,60,100,520.0,5.2,0.09,1,0.0,1,1.02,-59
0,0,9,0,0,0,60,519,1115.85,2.15,0.04,1,3426.68,1,1.38,286
0,0,32,1,0,0,100,395,35155.0,89.0,0.89,1,3426.68,1,49.29,196
0,0,39,1,0,0,60,100000,218000.0,2.18,0.04,0,34182.97,1,224.1,154
0,0,9,1,0,1,24,20000,14000.0,0.7,0.03,1,3426.68,1,27.44,-129
0,0,8,0,0,0,60,1500,12390.0,8.26,0.14,0,1182.25,1,17.37,22
0,0,16,1,0,0,100,125,17375.0,139.0,1.39,0,4702.79,1,47.04,-755
0,0,38,1,0,0,60,700,30835.0,44.05,0.73,1,3426.68,1,47.04,-810
0,0,9,0,0,0,60,560,840.0,1.5,0.02,1,3426.68,1,1.65,10
0,0,31,1,0,0,30,1043,17283.85,16.57,0.55,1,0.0,0,21.38,414
0,0,8,0,0,0,60,274,2263.24,8.26,0.14,1,3426.68,1,3.17,85
0,0,9,0,0,0,60,3285,4993.2,1.52,0.03,1,3426.68,1,7.99,-626
0,0,38,1,0,0,60,700,7805.0,11.15,0.19,1,3426.68,1,15.3,-52
0,0,9,0,0,0,60,9000,67500.0,7.5,0.12,0,3162.0,1,47.04,-763
0,0,31,1,0,0,30,108677,722702.05,6.65,0.22,0,8809.08,0,1192.46,199
0,0,38,1,0,0,120,3434,208855.88,60.82,0.51,0,3315.82,1,258.35,154
0,0,15,1,0,0,30,65,130.0,2.0,0.07,0,783.21,1,0.16,70
0,0,9,0,0,0,60,5624,18446.72,3.28,0.05,1,3426.68,0,39.77,141
0,0,33,1,0,0,20,35,1120.0,32.0,1.6,0,646.81,1,1.85,163
0,0,24,0,0,0,60,1890,4573.8,2.42,0.04,0,7433.02,0,6.41,197
0,0,38,1,0,0,60,293,3779.7,12.9,0.22,1,3426.68,1,4.68,169
0,0,24,0,0,0,60,39000,288600.0,7.4,0.12,0,6260.71,1,461.76,-375
0,0,40,0,0,0,60,3345,26024.1,7.78,0.13,0,5530.11,0,42.94,267
0,0,16,1,0,0,60,24024,155915.76,6.49,0.11,0,16574.55,1,192.87,303
0,0,31,1,0,0,30,6,85.3,14.22,0.47,1,0.0,0,0.09,154
0,0,10,0,0,0,60,15080,105560.0,7.0,0.12,0,15181.0,1,130.58,225
0,0,35,0,0,0,60,112191,1060204.95,9.45,0.16,0,8831.92,0,1696.33,-336
0,0,26,0,0,0,20,6000,162000.0,27.0,1.35,0,9666.0,1,47.04,-739
0,0,24,1,0,0,60,120,822.0,6.85,0.11,0,0.0,1,0.97,226
0,0,37,1,0,0,30,63652,203049.88,3.19,0.11,0,7769.41,0,251.17,128
0,0,28,1,0,0,240,1992,4183.2,2.1,0.01,0,6400.44,1,9.02,217
0,0,26,0,0,0,30,48860,212052.4,4.34,0.14,1,3426.68,1,457.18,167
0,0,11,1,0,0,20,24,768.0,32.0,1.6,0,315.44,1,1.08,99
0,0,8,0,0,0,60,20,165.2,8.26,0.14,1,3426.68,1,0.23,85
0,0,26,0,0,0,60,5217,38605.8,7.4,0.12,0,3852.55,1,75.67,-112
0,0,16,0,0,0,60,17843,60666.2,3.4,0.06,0,19069.17,1,97.07,-353
0,0,9,0,0,0,30,54263,108526.0,2.0,0.07,1,3426.68,1,173.64,-704
0,0,38,1,0,0,60,8245,67609.0,8.2,0.14,0,7261.69,1,111.55,119
0,0,38,1,0,0,60,15400,27720.0,1.8,0.03,0,3775.5,1,32.63,167
0,0,31,1,0,0,60,22,433.8,19.72,0.33,1,0.0,0,0.54,412
0,0,26,0,0,0,90,10743,78423.9,7.3,0.08,0,20761.0,0,97.01,195
0,0,9,0,0,0,60,90000,694800.0,7.72,0.13,0,36897.57,0,714.25,391
0,0,16,1,0,0,120,120,7992.0,66.6,0.55,0,240.0,1,9.89,61
0,0,17,0,0,0,20,750,24000.0,32.0,1.6,0,188.0,0,47.04,-110
0,0,35,0,0,0,60,10000,106800.0,10.68,0.18,1,3426.68,1,170.88,-630
0,0,9,1,0,0,100,600,48000.0,80.0,0.8,0,4110.88,1,47.04,-948
0,0,31,1,0,0,240,50000,103000.0,2.06,0.01,0,11534.48,0,169.95,323
0,0,17,1,0,0,30,50,2550.0,51.0,1.7,0,0.0,1,3.58,27
0,0,10,1,0,0,30,1000,13000.0,13.0,0.43,0,1001.12,1,28.03,155
0,0,26,0,0,0,120,10020,205410.0,20.5,0.17,1,3426.68,1,328.66,-699
0,0,16,1,0,0,100,1000,97680.0,97.68,0.98,0,2486.62,1,210.6,110
0,0,31,1,0,0,90,25000,204250.0,8.17,0.09,0,4689.6,0,337.01,176
0,0,16,0,0,0,60,3000,4560.0,1.52,0.03,1,3426.68,1,7.3,-544
0,0,28,0,0,0,60,20124,45480.24,2.26,0.04,1,3426.68,0,56.26,256
0,0,16,0,0,0,90,1000,15260.0,15.26,0.17,1,3426.68,1,29.91,-209
0,0,31,1,0,0,240,300,2049.0,6.83,0.03,1,0.0,1,3.28,-514
0,0,9,0,0,0,240,2084,4063.8,1.95,0.01,0,8758.36,1,8.76,244
0,0,35,0,0,0,60,2159,16667.48,7.72,0.13,0,3219.93,1,35.94,54
0,0,28,1,0,0,30,132000,706200.0,5.35,0.18,0,102761.99,0,990.09,129
0,0,38,1,0,0,30,5120,51200.0,10.0,0.33,1,3426.68,1,60.26,167
0,0,31,1,0,0,240,20000,185600.0,9.28,0.04,0,7073.56,0,306.24,197
0,0,8,0,0,0,30,19,78.28,4.12,0.14,1,3426.68,1,0.11,85
0,0,39,0,0,0,60,67271,470897.0,7.0,0.12,0,10651.44,0,660.2,403
0,0,37,0,0,0,30,41258,190611.96,4.62,0.15,0,6126.12,0,224.35,224
0,0,24,1,0,0,1,81,405.0,5.0,5.0,1,3426.68,1,0.57,104
0,0,24,0,0,0,30,33787,419634.54,12.42,0.41,0,3316.9,1,671.42,-361
0,0,37,0,0,0,30,6600,131472.0,19.92,0.66,0,4647.66,0,216.93,132
0,0,40,0,0,0,60,66645,370546.2,5.56,0.09,1,3426.68,0,798.9,155
0,0,8,0,0,0,120,17,573.58,33.74,0.28,1,3426.68,1,0.8,85
0,0,12,1,0,0,240,3652,7304.0,2.0,0.01,0,8130.55,1,7.51,184
0,0,37,0,0,0,30,10300,139256.0,13.52,0.45,1,3426.68,0,163.9,113
0,0,9,0,0,0,30,3444,7714.56,2.24,0.07,0,1211.48,1,15.12,84
0,0,40,0,0,0,30,537,1074.0,2.0,0.07,0,2099.0,0,1.72,-622
0,0,16,1,0,0,60,216,1596.24,7.39,0.12,0,4059.85,1,2.24,110
0,0,22,1,0,0,20,94,3008.0,32.0,1.6,0,1136.31,1,3.72,70
0,0,26,0,0,0,30,210,997.5,4.75,0.16,0,9736.1,0,2.15,193
0,0,15,1,0,0,100,418,41800.0,100.0,1.0,0,6455.37,1,68.97,97
0,0,9,0,0,0,30,2500,56250.0,22.5,0.75,0,8211.03,0,78.86,48
0,0,37,1,0,0,30,800,22080.0,27.6,0.92,0,798.43,1,22.7,84
0,0,26,0,0,0,30,600,7050.0,11.75,0.39,1,3426.68,0,13.82,83
0,0,9,0,0,0,60,8778,75315.24,8.58,0.14,0,41802.56,0,105.59,200
0,0,16,0,0,0,240,1440,3024.0,2.1,0.01,0,7100.67,1,4.84,-265
0,0,11,0,0,0,30,3068,52156.0,17.0,0.57,0,10460.94,1,102.23,-123
0,0,38,1,0,0,60,42000,60900.0,1.45,0.02,0,10179.16,1,97.44,-236
0,0,17,0,0,0,25,20000,400000.0,20.0,0.8,0,1250.0,0,640.0,-249
0,0,8,1,0,0,20,32,1024.0,32.0,1.6,0,2734.02,1,1.05,96
0,0,26,1,0,0,120,2106,207249.44,98.41,0.82,0,0.0,1,446.83,183
0,0,38,1,0,0,30,42660,151443.0,3.55,0.12,0,10533.01,1,187.33,104
0,0,17,1,0,0,100,5995,533555.0,89.0,0.89,0,0.0,1,748.04,151
0,0,39,0,0,0,30,125000,888750.0,7.11,0.24,1,3426.68,0,1246.03,144
0,0,24,1,0,0,100,3300,237600.0,72.0,0.72,0,29373.14,1,465.7,119
0,0,26,0,0,0,240,1216,4256.0,3.5,0.01,0,3736.0,1,47.04,-776
0,0,9,0,0,0,180,1793,30409.28,16.96,0.09,1,3426.68,1,59.6,-180
0,0,9,0,0,0,30,8660,50054.8,5.78,0.19,0,1211.49,1,98.11,131
0,0,35,0,0,0,60,155319,1149360.6,7.4,0.12,0,80239.66,1,1838.98,-258
0,0,28,0,0,0,300,50,2055.0,41.1,0.14,0,661.06,1,3.29,-676
0,0,37,0,0,0,30,37500,120375.0,3.21,0.11,0,3562.44,0,123.75,244
0,0,40,0,0,0,60,69037,168450.28,2.44,0.04,0,5530.11,0,277.94,257
0,0,31,1,0,0,60,275,4974.52,18.09,0.3,1,0.0,0,5.11,60
0,0,31,1,0,0,30,200,696.0,3.48,0.12,1,0.0,1,1.11,-514
0,0,28,1,0,0,30,2000,33000.0,16.5,0.55,0,3120.7,1,47.04,-795
0,0,38,1,0,0,60,20970,222282.0,10.6,0.18,0,2673.82,1,366.77,178
0,0,35,0,0,0,60,25000,157500.0,6.3,0.1,0,2352.52,0,194.83,344
0,0,37,1,0,0,120,175,15750.0,90.0,0.75,0,1333.01,1,25.99,61
0,0,16,1,0,0,180,342,5800.32,16.96,0.09,0,290.0,1,12.51,118
0,0,9,0,0,0,30,1596,3575.04,2.24,0.07,1,3426.68,1,7.71,195
0,0,26,1,0,0,100,4817,385360.0,80.0,0.8,0,43338.93,1,755.31,105
0,0,35,0,0,0,60,1300,4420.0,3.4,0.06,0,15210.0,1,7.07,-307
0,0,15,0,0,0,120,1484,31164.0,21.0,0.18,1,3426.68,1,32.04,240
0,0,26,1,0,0,100,6392,568888.0,89.0,0.89,0,0.0,1,669.58,63
0,0,16,1,0,0,30,53571,176784.3,3.3,0.11,0,11109.18,0,181.73,147
0,0,10,0,0,0,30,4072,13559.76,3.33,0.11,0,90360.12,1,16.77,225
0,0,26,0,0,0,60,79235,198879.85,2.51,0.04,1,3426.68,0,278.83,145
0,0,31,1,0,0,30,1300,20410.0,15.7,0.52,1,0.0,0,40.0,-235
0,0,9,0,0,0,240,1643,3450.3,2.1,0.01,0,7293.9,1,6.76,-75
0,0,9,0,0,0,60,80010,897712.2,11.22,0.19,0,33266.37,1,1759.52,244
0,0,38,1,0,0,30,174,4047.24,23.26,0.78,0,583.66,1,5.67,175
0,0,31,1,0,0,30,11,240.14,21.83,0.73,1,0.0,0,0.25,78
0,0,24,0,0,0,30,10000,20000.0,2.0,0.07,1,3426.68,1,32.0,-269
0,0,9,0,0,0,60,10980,26791.2,2.44,0.04,0,5121.68,1,57.76,124
0,0,31,1,0,0,30,4,119.68,29.92,1.0,1,0.0,0,0.15,121
0,0,16,1,0,0,30,25000,256000.0,10.24,0.34,0,7658.27,0,263.17,175
0,0,40,0,0,0,90,819,7616.7,9.3,0.1,0,1551.0,0,7.83,222
0,0,7,1,0,0,60,59,388.81,6.59,0.11,0,1067.02,1,0.48,38
0,0,8,0,0,0,30,36,218.88,6.08,0.2,1,3426.68,1,0.31,114
0,0,11,0,0,0,30,1184,20128.0,17.0,0.57,0,639.75,1,32.2,-529
0,0,4,1,0,0,20,4000,128000.0,32.0,1.6,0,13179.8,1,179.46,31
0,0,31,1,0,0,240,540,2030.4,3.76,0.02,1,0.0,1,3.98,-185
0,0,40,0,0,0,60,2599,11955.4,4.6,0.08,0,1800.0,0,14.79,66
0,0,38,1,0,0,30,17755,57703.75,3.25,0.11,0,2604.31,1,71.38,169
0,0,38,1,0,0,60,168,1218.0,7.25,0.12,1,3426.68,1,2.63,168
0,0,39,1,0,0,20,3500,112000.0,32.0,1.6,0,15670.6,1,184.8,109
0,0,16,1,0,0,30,46500,499410.0,10.74,0.36,0,9195.61,0,513.39,179
0,0,39,0,0,0,60,92492,647444.0,7.0,0.12,1,3426.68,0,907.72,245
0,0,40,0,0,0,30,10114,87283.82,8.63,0.29,1,3426.68,0,188.18,245
0,0,37,0,0,0,120,13040,263668.8,20.22,0.17,0,13508.98,1,326.16,195
0,0,15,1,0,0,20,4588,146816.0,32.0,1.6,0,26710.2,1,242.25,49
0,0,31,1,0,0,30,32080,76671.2,2.39,0.08,0,21695.97,0,165.3,154
0,0,4,1,0,0,30,39550,412506.5,10.43,0.35,0,23796.98,1,485.52,147
0,0,16,1,0,0,30,2303,2878.75,1.25,0.04,0,2251.42,1,3.39,62
0,0,39,0,0,0,60,55560,188904.0,3.4,0.06,0,4217.45,0,302.25,-349
0,0,8,1,0,0,100,100,8000.0,80.0,0.8,1,3426.68,1,9.42,141
0,0,16,0,0,0,60,11760,39984.0,3.4,0.06,0,35933.8,1,63.97,-371
0,0,40,1,0,0,100,1145,91600.0,80.0,0.8,0,13312.88,1,151.14,194
0,0,37,0,0,0,60,12974,31656.56,2.44,0.04,1,3426.68,1,44.38,34
0,0,39,0,0,0,60,32017,124866.3,3.9,0.06,0,3210.18,1,199.79,-278
0,0,35,0,0,0,60,38347,105837.72,2.76,0.05,0,6900.62,0,148.38,189
0,0,38,1,0,0,60,16500,183975.0,11.15,0.19,0,26084.14,1,360.59,259
