po_/_so_#,asn/dn_#,country,fulfill_via,vendor_inco_term,sub_classification,unit_of_measure_(per_pack),line_item_quantity,line_item_value,pack_price,unit_price,first_line_designation,freight_cost_(usd),shipment_mode,line_item_insurance_(usd),days_to_process
0,0,28,0,0,0,120,10979,325856.72,29.68,0.25,0,5825.17,1,456.85,134
0,0,31,1,0,0,60,808,8268.79,10.23,0.17,0,0.0,0,16.21,154
0,0,37,1,0,0,60,6349,21586.6,3.4,0.06,0,3181.2,1,47.04,-881
0,0,11,1,0,0,60,56000,133280.0,2.38,0.04,0,10612.93,1,287.35,58
0,0,28,1,0,0,60,10350,26806.5,2.59,0.04,0,2990.64,1,52.54,160
0,0,24,0,0,0,60,7306,23379.2,3.2,0.05,1,3426.68,1,45.82,-100
0,0,31,1,0,0,60,1,9.85,9.85,0.16,1,0.0,0,0.01,412
0,0,40,0,0,0,60,2088,8352.0,4.0,0.07,0,2021.95,1,8.59,97
0,0,24,0,0,0,60,85490,693323.9,8.11,0.14,1,3426.68,0,712.74,333
0,0,12,1,0,0,30,167716,535014.04,3.19,0.11,0,24636.23,0,549.99,196
0,0,38,1,0,0,30,22512,146328.0,6.5,0.22,0,5761.87,1,286.8,63
0,0,24,0,0,0,120,250,10275.0,41.1,0.34,0,348.09,1,47.04,-745
0,0,26,1,0,0,100,11054,983806.0,89.0,0.89,0,67915.7,1,1011.35,154
0,0,26,1,0,0,20,7301,197127.0,27.0,1.35,0,16036.94,1,315.4,-346
0,0,9,1,0,0,20,3400,98600.0,29.0,1.45,0,10821.66,1,121.97,133
0,0,31,1,0,0,60,14,270.58,19.33,0.32,1,0.0,0,0.28,347
0,0,9,1,0,0,30,900,21600.0,24.0,0.8,0,3489.46,1,46.57,173
0,0,16,1,0,0,30,400,500.0,1.25,0.04,1,3426.68,1,0.51,118
0,0,7,0,0,0,30,20000,265400.0,13.27,0.44,0,67732.55,0,372.09,28
0,0,39,0,0,0,120,12240,503064.0,41.1,0.34,0,9008.48,1,804.9,-566
0,0,12,0,0,0,60,45084,113160.84,2.51,0.04,0,12676.4,1,186.72,59
0,0,38,1,0,0,60,1302,5403.3,4.15,0.07,0,11252.53,1,7.58,181
0,0,31,1,0,0,30,119,394.64,3.32,0.11,1,0.0,0,0.49,414
0,0,26,1,0,0,20,10000,270000.0,27.0,1.35,0,28002.75,1,432.0,-497
0,0,38,1,0,0,30,15500,172825.0,11.15,0.37,0,3977.24,1,213.78,195
0,0,26,0,0,0,60,72560,424476.0,5.85,0.1,0,9736.1,0,915.17,193
0,0,37,0,0,0,60,11490,25967.4,2.26,0.04,0,3483.79,1,32.12,147
0,0,33,1,0,0,20,65,2080.0,32.0,1.6,0,593.72,1,3.43,135
0,0,15,1,0,0,20,2551,81632.0,32.0,1.6,0,11057.25,1,160.0,42
0,0,35,1,0,0,30,20867,32552.52,1.56,0.05,0,8403.67,1,40.27,170
0,0,37,0,0,0,60,19942,223749.24,11.22,0.19,1,3426.68,0,438.55,154
0,0,26,0,0,0,60,164867,1088122.2,6.6,0.11,0,34099.18,0,1118.59,291
0,0,16,1,0,0,30,240,4401.6,18.34,0.61,0,450.0,1,7.26,156
0,0,37,0,0,0,30,13373,52288.43,3.91,0.13,0,7964.24,1,73.31,90
0,0,37,0,0,0,30,66864,222657.12,3.33,0.11,0,6976.78,0,275.43,229
0,0,9,0,0,0,240,1500,24750.0,16.5,0.07,1,3426.68,1,39.6,-626
0,0,31,1,0,0,90,5000,160900.0,32.18,0.36,0,0.0,0,315.36,-45
0,0,25,1,0,0,20,10,320.0,32.0,1.6,0,0.0,1,0.51,-256
0,0,11,0,0,0,90,1692,27072.0,16.0,0.18,0,1722.0,1,43.32,-532
0,0,35,0,0,0,60,102980,386175.0,3.75,0.06,0,6010.2,0,477.7,195
0,0,8,0,0,0,60,715,8029.45,11.23,0.19,0,18387.8,1,8.25,183
0,0,9,0,0,0,90,769,7743.83,10.07,0.11,0,4519.96,1,15.18,146
0,0,26,0,0,0,30,41514,222515.04,5.36,0.18,0,15459.09,1,311.97,167
0,0,9,0,0,0,120,12107,497597.7,41.1,0.34,0,9307.0,1,796.16,-489
0,0,40,0,0,0,60,76000,541120.0,7.12,0.12,0,14958.2,0,1060.6,21
0,0,35,0,0,0,60,75318,114483.36,1.52,0.03,0,22965.4,1,183.17,-335
0,0,37,0,0,0,30,5277,63904.47,12.11,0.4,0,8507.01,1,79.05,84
0,0,39,0,0,0,30,30114,412260.66,13.69,0.46,0,6923.53,0,577.99,137
0,0,37,0,0,0,30,804,3875.28,4.82,0.16,1,3426.68,0,5.43,157
0,0,26,0,0,0,30,91166,375603.92,4.12,0.14,0,25231.96,0,526.6,70
0,0,32,1,0,0,20,125,4000.0,32.0,1.6,0,1441.21,1,4.95,112
0,0,40,0,0,0,30,8000,16000.0,2.0,0.07,1,3426.68,0,31.36,-56
0,0,26,1,0,0,100,5681,505609.0,89.0,0.89,0,26294.95,1,595.1,206
0,0,35,1,0,0,100,2744,219520.0,80.0,0.8,0,22223.95,1,307.77,129
0,0,8,1,0,0,100,228,18240.0,80.0,0.8,1,3426.68,1,21.47,141
0,0,39,1,0,0,100,4300,309557.0,71.99,0.72,0,8690.26,1,495.29,-360
0,0,8,1,0,0,20,2,64.0,32.0,1.6,1,3426.68,1,0.07,96
0,0,24,1,0,0,60,50,2700.0,54.0,0.9,0,0.0,1,2.78,203
0,0,9,0,0,0,30,5173,24313.1,4.7,0.16,1,3426.68,0,30.08,316
0,0,26,0,0,0,60,80,700.8,8.76,0.15,0,0.0,0,1.51,145
0,0,16,1,0,0,100,11,1375.0,125.0,1.25,0,0.0,0,1.7,80
0,0,9,0,0,0,30,5905,21376.1,3.62,0.12,0,2440.19,0,21.97,282
0,0,8,0,0,0,100,1330,1729.0,1.3,0.01,0,5347.37,1,1.78,211
0,0,26,0,0,0,60,4700,10951.0,2.33,0.04,0,15322.73,0,18.07,111
0,0,24,0,0,0,60,570,20235.0,35.5,0.59,1,3426.68,1,47.04,-719
0,0,26,1,0,0,100,9935,884215.0,89.0,0.89,0,59711.34,1,908.97,154
0,0,26,0,0,0,120,2703,55411.5,20.5,0.17,1,3426.68,1,47.04,-776
0,0,16,0,0,0,60,100,175.0,1.75,0.03,1,3426.68,1,0.28,-496
0,0,31,1,0,0,60,17013,40320.81,2.37,0.04,1,3426.68,0,86.93,154
0,0,26,0,0,0,60,1152,4492.8,3.9,0.06,0,1266.05,1,8.81,-193
0,0,26,1,0,0,100,6375,567375.0,89.0,0.89,0,38029.42,1,583.26,114
0,0,15,0,0,0,90,153,1357.11,8.87,0.1,1,3426.68,1,1.9,100
0,0,31,1,0,0,60,450,10244.69,22.77,0.38,1,0.0,0,22.09,42
0,0,9,0,0,0,60,2590,55477.8,21.42,0.36,0,1211.48,1,108.74,48
0,0,24,0,0,0,30,7680,36096.0,4.7,0.16,1,3426.68,0,50.61,292
0,0,38,1,0,0,60,1176,10125.36,8.61,0.14,0,865.6,1,19.85,-83
0,0,9,0,0,0,60,2070,2898.0,1.4,0.02,0,1653.99,1,4.78,69
0,0,11,0,0,0,30,1440,10512.0,7.3,0.24,0,1842.95,1,22.66,76
0,0,9,1,0,0,20,220,5940.0,27.0,1.35,0,7883.32,1,12.81,90
0,0,37,0,0,0,60,7296,96890.88,13.28,0.22,0,3182.52,1,155.03,-301
0,0,32,1,0,0,100,339,2712.0,8.0,0.08,0,4803.06,1,3.8,92
0,0,39,1,0,0,100,8200,656000.0,80.0,0.8,0,69016.63,1,919.71,71
0,0,40,0,0,0,60,35000,148750.0,4.25,0.07,0,4428.06,0,320.7,260
0,0,26,0,0,0,60,10000,26600.0,2.66,0.04,0,9736.1,0,57.35,193
0,0,31,1,0,0,30,11,240.14,21.83,0.73,1,0.0,0,0.25,243
0,0,26,0,0,0,30,15000,393750.0,26.25,0.88,0,7463.74,1,630.0,-308
0,0,24,0,0,0,60,13100,61570.0,4.7,0.08,1,3426.68,0,76.16,319
0,0,24,1,0,0,60,276,14904.0,54.0,0.9,0,0.0,1,15.32,197
0,0,37,0,0,0,30,200,1370.0,6.85,0.23,0,1140.08,1,2.69,63
0,0,37,0,0,0,30,2950,12449.0,4.22,0.14,1,3426.68,0,20.54,82
0,0,38,1,0,0,60,19600,120540.0,6.15,0.1,0,12423.96,1,236.26,79
0,0,8,1,0,0,100,263,21040.0,80.0,0.8,1,3426.68,1,24.76,141
0,0,39,1,0,0,60,39201,88202.25,2.25,0.04,0,20555.45,1,90.67,98
0,0,11,0,0,0,240,1846,3968.9,2.15,0.01,0,3472.55,1,6.35,-406
0,0,24,0,0,0,30,8531,40095.7,4.7,0.16,1,0.0,0,49.6,256
0,0,40,0,0,0,30,94661,908745.6,9.6,0.32,1,3426.68,0,1069.59,153
0,0,28,1,0,0,60,4500,11655.0,2.59,0.04,0,1393.42,1,22.84,320
0,0,40,0,0,0,30,20160,244137.6,12.11,0.4,0,9405.81,0,302.0,140
0,0,37,1,0,0,120,841,56010.6,66.6,0.55,0,359.53,1,69.29,188
0,0,38,1,0,0,60,2016,18648.0,9.25,0.15,0,5551.97,1,29.84,-255
0,0,24,1,0,0,270,392,37017.53,94.43,0.35,0,2191.21,1,72.55,83
0,0,38,1,0,0,60,396,6023.16,15.21,0.25,0,439.17,1,8.44,139
0,0,39,0,0,0,30,44135,548156.7,12.42,0.41,0,17600.24,1,877.05,-553
0,0,26,0,0,0,30,55851,256356.09,4.59,0.15,0,47281.56,1,301.73,56
0,0,24,1,0,0,60,40,2220.0,55.5,0.92,0,0.0,1,2.28,244
0,0,9,0,0,0,60,441,1446.48,3.28,0.05,1,3426.68,1,3.12,108
0,0,38,1,0,0,60,4000,9000.0,2.25,0.04,1,3426.68,1,11.13,123
0,0,28,1,0,0,60,5605,202340.5,36.1,0.6,1,3426.68,1,47.04,-825
0,0,26,0,0,0,60,2160,24235.2,11.22,0.19,0,9736.1,0,52.25,193
0,0,24,0,0,0,60,7977,90618.72,11.36,0.19,1,3426.68,0,93.16,300
0,0,39,0,0,0,30,43000,412800.0,9.6,0.32,0,80039.1,0,424.36,276
0,0,24,0,0,0,60,538,753.2,1.4,0.02,0,888.93,0,1.24,249
0,0,24,0,0,0,30,15246,169992.9,11.15,0.37,0,5902.4,0,210.28,365
0,0,24,0,0,0,60,10044,95418.0,9.5,0.16,0,10879.28,1,152.67,-550
0,0,24,1,0,0,60,33792,274053.12,8.11,0.14,0,16835.52,1,281.73,147
0,0,39,0,0,0,60,12080,28146.4,2.33,0.04,0,2355.79,0,60.68,146
0,0,31,1,0,0,60,7,117.6,16.8,0.28,1,0.0,0,0.15,29
0,0,8,0,0,0,240,738,1439.1,1.95,0.01,0,9687.69,1,1.78,261
0,0,31,1,0,0,60,7548,55100.4,7.3,0.12,0,659.58,0,90.92,189
0,0,38,1,0,0,60,9400,16920.0,1.8,0.03,0,1593.67,1,19.91,158
0,0,9,0,0,0,60,6584,57675.84,8.76,0.15,1,3426.68,1,113.04,137
0,0,31,1,0,0,30,20,434.11,21.71,0.72,1,0.0,0,0.54,414
0,0,25,1,0,0,100,150,10800.0,72.0,0.72,0,2946.64,1,21.17,-130
0,0,38,1,0,0,120,1000,82190.0,82.19,0.68,0,2923.46,1,131.5,-630
0,0,35,1,0,0,20,4250,136000.0,32.0,1.6,0,13215.15,1,190.67,119
0,0,35,0,0,0,60,10977,117234.36,10.68,0.18,0,3243.0,1,187.57,-672
0,0,32,1,0,0,100,165,1320.0,8.0,0.08,1,3426.68,1,1.63,116
0,0,38,1,0,0,60,15960,23142.0,1.45,0.02,0,9931.49,1,45.36,39
0,0,31,1,0,0,200,500,1000.0,2.0,0.01,1,0.0,1,1.96,-181
0,0,37,1,0,0,30,16716,76893.6,4.6,0.15,0,7487.81,1,95.12,114
0,0,37,1,0,0,30,5424,149702.4,27.6,0.92,0,3790.99,1,153.89,107
0,0,28,0,0,0,120,965,28641.2,29.68,0.25,1,3426.68,1,40.15,168
0,0,39,0,0,0,60,1541,9970.27,6.47,0.11,1,3426.68,0,19.54,169
0,0,39,0,0,0,60,319150,705321.5,2.21,0.04,0,21149.81,0,725.07,176
0,0,9,0,0,0,30,3120,81900.0,26.25,0.88,0,1949.42,1,176.58,138
0,0,38,1,0,0,60,4200,12180.0,2.9,0.05,1,3426.68,1,23.87,-98
0,0,28,1,0,0,60,58234,131026.5,2.25,0.04,0,49069.74,1,183.7,66
0,0,26,1,0,0,20,8000,216000.0,27.0,1.35,0,22838.29,1,345.6,-698
0,0,31,1,0,0,240,23,407.34,17.71,0.07,1,0.0,0,0.42,154
0,0,9,1,0,0,30,19,551.0,29.0,0.97,0,859.53,1,47.04,-1028
0,0,38,1,0,0,60,10416,15103.2,1.45,0.02,1,3426.68,1,29.6,150
0,0,31,1,0,0,60,45,3104.58,68.99,1.15,1,0.0,0,3.19,56
0,0,9,0,0,0,60,14300,118118.0,8.26,0.14,1,3426.68,0,146.11,340
0,0,39,0,0,0,60,2997,6773.22,2.26,0.04,0,4356.75,0,8.38,287
0,0,31,1,0,0,60,80,731.44,9.14,0.15,1,0.0,0,0.75,363
0,0,26,0,0,0,60,53922,130491.24,2.42,0.04,0,18461.22,1,182.95,165
0,0,16,0,0,0,60,64241,549260.55,8.55,0.14,0,31214.27,1,1184.21,185
0,0,26,0,0,0,60,34000,181220.0,5.33,0.09,0,5613.0,0,186.29,245
0,0,28,1,0,0,100,4327,302890.0,70.0,0.7,0,26574.61,1,484.62,-314
0,0,39,1,0,0,60,38534,423874.0,11.0,0.18,1,3426.68,1,47.04,-894
0,0,31,1,0,0,30,106,1653.18,15.6,0.52,1,0.0,0,1.7,56
0,0,38,1,0,0,60,3840,12326.4,3.21,0.05,1,3426.68,1,19.72,-255
0,0,31,1,0,0,60,3,19.82,6.61,0.11,1,0.0,0,0.02,243
0,0,26,1,0,0,100,5498,54.98,0.01,0.0,0,0.0,1,0.09,-332
0,0,39,0,0,0,100,2623,27279.2,10.4,0.1,0,1007.34,1,43.65,-593
0,0,26,0,0,0,240,1653,6529.35,3.95,0.02,1,3426.68,1,10.45,-620
0,0,24,1,0,0,100,81,5844.15,72.15,0.72,0,467.26,1,8.19,104
0,0,24,0,0,0,270,521,39747.09,76.29,0.28,1,3426.68,1,63.6,-619
0,0,39,1,0,0,100,2415,193200.0,80.0,0.8,0,19610.11,1,416.54,104
0,0,40,0,0,0,30,6392,27741.28,4.34,0.14,0,1709.78,0,59.81,327
0,0,40,0,0,0,60,68113,148486.34,2.18,0.04,1,3426.68,0,152.64,223
0,0,35,1,0,0,25,10000,200000.0,20.0,0.8,0,28466.06,1,320.0,-594
0,0,32,1,0,0,1,115,575.0,5.0,5.0,0,2660.05,1,0.71,239
0,0,40,0,0,0,60,92045,358055.05,3.89,0.06,0,11604.57,0,442.91,279
0,0,26,1,0,0,30,6878,123804.0,18.0,0.6,0,0.0,1,145.72,98
0,0,31,1,0,0,60,136403,323275.11,2.37,0.04,1,3426.68,0,696.98,238
0,0,37,0,0,0,60,9255,103841.1,11.22,0.19,0,6120.6,0,223.88,161
0,0,38,1,0,0,120,1010,83022.0,82.2,0.68,0,8227.99,1,179.0,131
0,0,24,0,0,0,30,5763,26625.06,4.62,0.15,0,3610.0,0,31.34,251
0,0,9,0,0,0,30,2832,13650.24,4.82,0.16,0,1984.83,0,19.14,169
0,0,37,0,0,0,60,744,5602.32,7.53,0.13,0,1152.14,1,10.98,156
0,0,31,1,0,0,60,239,7826.72,32.75,0.55,1,0.0,0,9.68,414
0,0,16,1,0,0,200,32,402.88,12.59,0.06,1,3426.68,1,0.79,-62
0,0,38,1,0,0,30,400,9304.0,23.26,0.78,1,3426.68,1,10.95,181
0,0,24,1,0,0,270,461,47723.35,103.52,0.38,0,2556.61,1,78.74,285
0,0,38,1,0,0,60,26997,59663.37,2.21,0.04,0,11984.91,1,73.8,123
0,0,39,0,0,0,60,42773,96666.98,2.26,0.04,0,4356.75,0,119.58,287
0,0,31,1,0,0,240,26000,392080.0,15.08,0.06,0,7707.42,1,845.32,126
0,0,9,1,0,0,100,250,17997.5,71.99,0.72,0,1796.68,1,28.8,-388
0,0,9,1,0,0,120,10240,420864.0,41.1,0.34,0,14806.48,1,824.89,29
0,0,37,0,0,0,60,3350,29346.0,8.76,0.15,1,3426.68,1,57.52,66
0,0,26,0,0,0,30,1428,4755.24,3.33,0.11,1,3426.68,0,5.88,195
0,0,9,0,0,0,180,370,18248.4,49.32,0.27,1,3426.68,1,47.04,-809
0,0,26,0,0,0,30,3598,42276.5,11.75,0.39,0,0.0,0,91.15,145
0,0,7,1,0,0,60,121307,266875.4,2.2,0.04,0,62102.07,1,330.12,93
0,0,31,1,0,0,30,13,283.8,21.83,0.73,1,0.0,0,0.29,264
0,0,28,0,0,0,60,40000,97600.0,2.44,0.04,0,31029.99,1,136.84,16
0,0,32,0,0,0,60,300,2316.0,7.72,0.13,0,742.98,1,3.25,105
0,0,37,1,0,0,30,60,1100.4,18.34,0.61,0,428.91,1,2.16,-28
0,0,28,0,0,0,60,89520,768081.6,8.58,0.14,0,13380.52,0,950.12,231
0,0,31,1,0,0,60,8000,36968.24,4.62,0.08,0,0.0,0,72.46,265
0,0,15,1,0,0,100,276,24840.0,90.0,0.9,0,1205.7,1,48.69,30
0,0,9,0,0,0,90,492,4777.32,9.71,0.11,1,3426.68,1,10.3,203
0,0,32,1,0,0,100,50,400.0,8.0,0.08,1,3426.68,1,0.47,190
0,0,31,1,0,0,60,27,479.17,17.75,0.3,1,0.0,0,0.49,120
0,0,12,1,0,0,60,28853,236594.6,8.2,0.14,0,18256.1,1,243.22,214
0,0,35,0,0,0,30,3149,51202.74,16.26,0.54,1,3426.68,1,81.92,-658
0,0,40,1,0,0,30,42240,195148.8,4.62,0.15,0,27376.22,0,200.61,171
0,0,25,0,0,0,20,763,24416.0,32.0,1.6,0,6148.1,1,39.07,-447
0,0,39,1,0,0,100,2730,218400.0,80.0,0.8,0,17657.02,1,270.16,101
0,0,0,1,0,0,100,32,800.0,25.0,0.25,0,555.49,1,0.94,174
0,0,15,1,0,0,120,3796,136656.0,36.0,0.3,0,12609.89,1,294.63,72
0,0,26,0,0,0,60,3000,8700.0,2.9,0.05,1,3426.68,0,17.05,83
0,0,24,0,0,0,240,474,10191.0,21.5,0.09,0,710.68,1,47.04,-745
0,0,39,0,0,0,60,50000,170000.0,3.4,0.06,0,6002.19,1,272.0,-368
0,0,9,0,0,0,30,4515,10113.6,2.24,0.07,0,1574.0,1,16.18,-692
0,0,26,0,0,0,60,2000,11120.0,5.56,0.09,0,2136.53,1,18.35,163
0,0,26,0,0,0,60,45000,504900.0,11.22,0.19,1,3426.68,0,1088.56,193
0,0,37,1,0,0,30,61751,194515.65,3.15,0.1,0,0.0,1,228.94,56
0,0,24,0,0,0,30,36000,388080.0,10.78,0.36,1,3426.68,0,398.95,189
0,0,15,1,0,0,100,300,30000.0,100.0,1.0,0,3825.21,1,42.06,153
0,0,8,1,0,0,1,3511,17555.0,5.0,5.0,0,22892.07,1,21.72,243
0,0,31,1,0,0,30,120,1871.52,15.6,0.52,1,0.0,0,1.92,120
0,0,16,0,0,0,60,168,240.24,1.43,0.02,1,3426.68,1,0.52,229
0,0,31,1,0,0,60,148,1457.49,9.85,0.16,1,0.0,0,1.8,412
0,0,39,1,0,0,120,22000,816200.0,37.1,0.31,0,2173.4,1,1759.73,78
0,0,26,0,0,0,30,844,5545.08,6.57,0.22,0,12601.07,0,9.15,155
0,0,31,1,0,0,60,2500,21941.29,8.78,0.15,1,0.0,0,27.14,163
0,0,40,0,0,0,60,3453,6560.7,1.9,0.03,0,3403.99,0,14.14,219
0,0,9,0,0,0,30,3120,81900.0,26.25,0.88,0,2941.11,1,176.58,163
0,0,31,1,0,0,30,120,541.2,4.51,0.15,0,19518.98,0,1.17,275
0,0,31,1,0,0,60,328,3230.11,9.85,0.16,1,0.0,0,4.0,412
0,0,31,1,0,0,60,18,911.9,50.66,0.84,0,0.0,0,0.94,347
0,0,26,1,0,0,120,500,47667.85,95.34,0.79,0,852.02,1,93.43,134
0,0,31,1,0,0,240,50,696.5,13.93,0.06,0,0.0,0,1.11,-328
0,0,24,0,0,0,30,2575,12102.5,4.7,0.16,0,5419.22,0,14.97,217
0,0,24,0,0,0,30,34200,113886.0,3.33,0.11,0,5496.08,0,140.88,256
0,0,11,1,0,0,30,500,10000.0,20.0,0.67,0,516.35,1,21.56,23
0,0,38,1,0,0,60,49920,284044.8,5.69,0.09,0,10959.54,1,612.4,106
0,0,16,1,0,0,200,98,1233.82,12.59,0.06,0,1662.72,1,1.73,202
0,0,15,0,0,0,60,209,1703.35,8.15,0.14,0,764.62,1,2.73,-684
0,0,37,0,0,0,60,200,1170.0,5.85,0.1,0,1000.05,1,2.52,99
0,0,39,0,0,0,60,6000,46260.0,7.71,0.13,0,2219.27,1,90.67,11
0,0,9,0,0,0,60,1915,7660.0,4.0,0.07,1,3426.68,0,9.48,316
0,0,4,1,0,0,20,50,1600.0,32.0,1.6,0,617.79,1,2.64,125
0,0,9,0,0,0,30,700,2646.0,3.78,0.13,1,3426.68,1,3.27,301
0,0,16,1,0,0,240,1999,4197.9,2.1,0.01,1,3426.68,0,5.19,189
0,0,31,1,0,0,60,83,1624.98,19.58,0.33,1,0.0,0,2.01,414
0,0,31,1,0,0,60,250,11850.3,47.4,0.79,1,0.0,0,23.23,90
0,0,31,1,0,0,60,13,242.73,18.67,0.31,1,0.0,0,0.3,29
0,0,38,1,0,0,90,702,3102.84,4.42,0.05,1,3426.68,1,4.35,189
0,0,40,0,0,0,30,37696,420310.4,11.15,0.37,0,10942.89,0,519.92,217
0,0,25,1,0,0,60,2000,3800.0,1.9,0.03,0,1484.75,1,7.45,78
0,0,26,0,0,0,30,3359,88173.75,26.25,0.88,0,2204.0,1,141.08,-383
0,0,9,0,0,0,30,4300,16254.0,3.78,0.13,1,3426.68,0,16.71,232
0,0,16,1,0,0,60,612,3635.28,5.94,0.1,0,1259.05,1,4.5,238
0,0,12,0,0,0,30,16834,182985.58,10.87,0.36,0,38560.67,1,188.11,57
0,0,38,1,0,0,30,400,9304.0,23.26,0.78,0,0.0,1,11.51,216
0,0,25,1,0,0,100,7,490.0,70.0,0.7,1,3426.68,1,0.96,-125
0,0,28,0,0,0,100,1250,89987.5,71.99,0.72,0,8143.19,1,143.98,-490
0,0,31,1,0,0,30,53954,251965.18,4.67,0.16,0,6105.79,1,543.24,78
0,0,15,0,0,0,240,394,732.84,1.86,0.01,1,3426.68,1,0.91,157
0,0,26,1,0,0,100,285,22797.15,79.99,0.8,0,1629.0,1,36.48,-389
0,0,37,1,0,0,60,240,6261.6,26.09,0.43,0,915.09,1,12.27,78
0,0,35,1,0,0,20,107,3424.0,32.0,1.6,0,1158.73,1,4.24,194
0,0,28,1,0,0,30,16585,298530.0,18.0,0.6,0,0.0,1,306.89,325
0,0,32,0,0,0,30,56400,541440.0,9.6,0.32,0,0.0,1,637.27,69
0,0,16,1,0,0,60,400,22200.0,55.5,0.92,0,0.0,1,26.13,188
0,0,31,1,0,0,30,3700,98942.55,26.74,0.89,1,0.0,0,193.93,119
0,0,25,1,0,0,60,33516,277847.64,8.29,0.14,0,6786.64,1,285.63,126
0,0,8,0,0,0,60,9,131.67,14.63,0.24,0,0.0,1,0.18,85
0,0,37,0,0,0,60,685,6000.6,8.76,0.15,0,1122.87,1,11.76,0
0,0,40,1,0,0,60,7000,15400.0,2.2,0.04,0,11814.57,0,15.83,76
0,0,16,1,0,0,60,52080,356748.0,6.85,0.11,1,3426.68,0,441.3,189
0,0,37,0,0,0,30,2150,21500.0,10.0,0.33,0,2196.29,1,42.14,61
0,0,13,1,0,0,60,161,12174.82,75.62,1.26,0,0.0,1,20.09,490
0,0,24,0,0,0,30,24350,267850.0,11.0,0.37,1,3426.68,1,524.99,-100
0,0,40,0,0,0,60,4000,16000.0,4.0,0.07,1,3426.68,0,31.36,21
0,0,31,1,0,0,60,329,1159.91,3.53,0.06,1,0.0,0,1.37,42
0,0,28,1,0,0,30,28869,577380.0,20.0,0.67,0,5678.36,0,593.55,284
0,0,8,0,0,0,240,714,1499.4,2.1,0.01,1,3426.68,1,1.54,224
0,0,9,0,0,0,120,3090,127122.6,41.14,0.34,0,2457.0,1,203.4,-668
0,0,35,0,0,0,60,96018,223721.94,2.33,0.04,0,3825.8,0,369.14,204
0,0,39,0,0,0,30,55000,660550.0,12.01,0.4,0,2196.18,0,1056.88,-313
0,0,8,0,0,0,60,9,131.67,14.63,0.24,1,3426.68,1,0.18,85
0,0,9,0,0,0,240,3393,7125.3,2.1,0.01,0,4783.36,0,7.32,269
0,0,24,0,0,0,240,6250,12625.0,2.02,0.01,0,3525.03,0,20.83,220
0,0,31,1,0,0,60,1,61.16,61.16,1.02,0,0.0,0,0.06,243
0,0,9,0,0,0,60,940,3290.0,3.5,0.06,0,1211.49,1,6.45,48
0,0,16,1,0,0,100,450,4.5,0.01,0.0,0,0.0,1,0.01,-658
0,0,40,0,0,0,60,52164,134583.12,2.58,0.04,0,16978.83,0,222.06,216
0,0,38,1,0,0,60,400,2800.0,7.0,0.12,0,3013.09,1,4.48,-241
0,0,16,0,0,0,60,21814,69804.8,3.2,0.05,1,3426.68,1,136.82,-209
0,0,40,0,0,0,60,9262,18431.38,1.99,0.03,1,3426.68,0,21.69,277
0,0,9,1,0,0,50,300,27300.0,91.0,1.82,0,2595.63,1,38.27,191
0,0,32,0,0,0,240,2976,5803.2,1.95,0.01,0,10754.0,1,7.18,95
0,0,40,1,0,0,300,1500,46230.0,30.82,0.1,0,21730.49,1,64.81,198
0,0,28,1,0,0,60,62671,165451.44,2.64,0.04,0,14890.63,1,356.71,97
0,0,40,0,0,0,60,76000,506160.0,6.66,0.11,0,15332.68,0,992.07,237
0,0,31,1,0,0,90,300,2451.0,8.17,0.09,0,422.84,0,4.04,176
0,0,31,1,0,0,270,4,285.52,71.38,0.26,1,0.0,0,0.46,-383
0,0,24,0,0,0,60,25020,188400.6,7.53,0.13,0,0.0,0,369.27,212
0,0,40,0,0,0,60,421,4113.17,9.77,0.16,0,516.84,1,47.04,-775
0,0,9,0,0,0,30,10000,162500.0,16.25,0.54,0,3026.0,1,47.04,-759
0,0,40,0,0,0,60,39850,165377.5,4.15,0.07,1,3426.68,0,231.86,303
0,0,15,0,0,0,120,986,81049.2,82.2,0.68,1,3426.68,1,129.68,-572
0,0,26,0,0,0,60,75000,643500.0,8.58,0.14,0,20225.07,0,796.01,224
0,0,26,0,0,0,60,50,350.0,7.0,0.12,0,1567.51,1,0.69,111
0,0,9,0,0,0,30,30000,138900.0,4.63,0.15,0,12748.74,0,142.79,294
0,0,31,1,0,0,120,133,3075.65,23.13,0.19,1,0.0,0,3.16,60
0,0,28,0,0,0,30,30205,325609.9,10.78,0.36,1,3426.68,0,402.78,322
0,0,25,0,0,0,25,70,5250.0,75.0,3.0,0,1542.15,1,8.4,-543
0,0,38,1,0,0,30,5208,35154.0,6.75,0.22,1,3426.68,1,75.79,82
0,0,31,1,0,0,120,27,742.84,27.51,0.23,0,0.0,0,0.76,316
0,0,8,0,0,0,60,23,53.59,2.33,0.04,0,522.42,1,0.08,122
0,0,26,0,0,0,60,64,156.16,2.44,0.04,0,0.0,1,0.34,138
0,0,39,1,0,0,25,120,2400.0,20.0,0.8,0,771.88,1,5.17,97
0,0,37,0,0,0,30,1500,17625.0,11.75,0.39,0,2288.29,1,38.0,112
0,0,26,0,0,0,60,2121,23797.62,11.22,0.19,0,0.0,0,51.31,145
0,0,26,1,0,0,20,12485,399520.0,32.0,1.6,0,25636.67,1,470.24,39
0,0,40,0,0,0,60,10602,38167.2,3.6,0.06,0,4083.5,0,39.24,219
